Period,January 1 2020 to December 31 2020,
,,
Time,CA Eco-Multi 1 -Davis CA,Total counts on 3rd Street
Oct 6th, 2020 03:45,0
Oct 6th, 2020 04:00,0
Oct 6th, 2020 04:15,0
Oct 6th, 2020 04:30,0
Oct 6th, 2020 04:45,0
Oct 6th, 2020 05:00,0
Oct 6th, 2020 05:15,1
Oct 6th, 2020 05:30,0
Oct 6th, 2020 05:45,4
Oct 6th, 2020 06:00,3
Oct 6th, 2020 06:15,2
Oct 6th, 2020 06:30,2
Oct 6th, 2020 06:45,5
Oct 6th, 2020 07:00,4
Oct 6th, 2020 07:15,8
Oct 6th, 2020 07:30,11
Oct 6th, 2020 07:45,0
Oct 6th, 2020 08:00,7
Oct 6th, 2020 08:15,13
Oct 6th, 2020 08:30,11
Oct 6th, 2020 08:45,9
Oct 6th, 2020 09:00,9
Oct 6th, 2020 09:15,11
Oct 6th, 2020 09:30,16
Oct 6th, 2020 09:45,10
Oct 6th, 2020 10:00,6
Oct 6th, 2020 10:15,4
Oct 6th, 2020 10:30,2
Oct 6th, 2020 10:45,1
Oct 6th, 2020 11:00,4
Oct 6th, 2020 11:15,3
Oct 6th, 2020 11:30,5
Oct 6th, 2020 11:45,6
Oct 6th, 2020 12:00,6
Oct 6th, 2020 12:15,4
Oct 6th, 2020 12:30,0
Oct 6th, 2020 12:45,1
Oct 6th, 2020 13:00,2
Oct 6th, 2020 13:15,1
Oct 6th, 2020 13:30,3
Oct 6th, 2020 13:45,3
Oct 6th, 2020 14:00,0
Oct 6th, 2020 14:15,7
Oct 6th, 2020 14:30,0
Oct 6th, 2020 14:45,9
Oct 6th, 2020 15:00,8
Oct 6th, 2020 15:15,5
Oct 6th, 2020 15:30,2
Oct 6th, 2020 15:45,4
Oct 6th, 2020 16:00,1
Oct 6th, 2020 16:15,4
Oct 6th, 2020 16:30,0
Oct 6th, 2020 16:45,0
Oct 6th, 2020 17:00,0
Oct 6th, 2020 17:15,0
Oct 6th, 2020 17:30,0
Oct 6th, 2020 17:45,0
Oct 6th, 2020 18:00,0
Oct 6th, 2020 18:15,1
Oct 6th, 2020 18:30,2
Oct 6th, 2020 18:45,2
Oct 6th, 2020 19:00,6
Oct 6th, 2020 19:15,4
Oct 6th, 2020 19:30,2
Oct 6th, 2020 19:45,4
Oct 6th, 2020 20:00,2
Oct 6th, 2020 20:15,3
Oct 6th, 2020 20:30,2
Oct 6th, 2020 20:45,2
Oct 6th, 2020 21:00,2
Oct 6th, 2020 21:15,0
Oct 6th, 2020 21:30,3
Oct 6th, 2020 21:45,0
Oct 6th, 2020 22:00,1
Oct 6th, 2020 22:15,1
Oct 6th, 2020 22:30,3
Oct 6th, 2020 22:45,0
Oct 6th, 2020 23:00,4
Oct 6th, 2020 23:15,0
Oct 6th, 2020 23:30,0
Oct 6th, 2020 23:45,0
Oct 7th, 2020 00:00,0
Oct 7th, 2020 00:15,0
Oct 7th, 2020 00:30,1
Oct 7th, 2020 00:45,0
Oct 7th, 2020 01:00,0
Oct 7th, 2020 01:15,0
Oct 7th, 2020 01:30,0
Oct 7th, 2020 01:45,0
Oct 7th, 2020 02:00,0
Oct 7th, 2020 02:15,0
Oct 7th, 2020 02:30,1
Oct 7th, 2020 02:45,0
Oct 7th, 2020 03:00,0
Oct 7th, 2020 03:15,0
Oct 7th, 2020 03:30,1
Oct 7th, 2020 03:45,0
Oct 7th, 2020 04:00,0
Oct 7th, 2020 04:15,3
Oct 7th, 2020 04:30,1
Oct 7th, 2020 04:45,0
Oct 7th, 2020 05:00,0
Oct 7th, 2020 05:15,1
Oct 7th, 2020 05:30,1
Oct 7th, 2020 05:45,3
Oct 7th, 2020 06:00,2
Oct 7th, 2020 06:15,1
Oct 7th, 2020 06:30,2
Oct 7th, 2020 06:45,6
Oct 7th, 2020 07:00,3
Oct 7th, 2020 07:15,9
Oct 7th, 2020 07:30,10
Oct 7th, 2020 07:45,16
Oct 7th, 2020 08:00,10
Oct 7th, 2020 08:15,16
Oct 7th, 2020 08:30,12
Oct 7th, 2020 08:45,15
Oct 7th, 2020 09:00,9
Oct 7th, 2020 09:15,8
Oct 7th, 2020 09:30,16
Oct 7th, 2020 09:45,14
Oct 7th, 2020 10:00,8
Oct 7th, 2020 10:15,6
Oct 7th, 2020 10:30,8
Oct 7th, 2020 10:45,5
Oct 7th, 2020 11:00,2
Oct 7th, 2020 11:15,6
Oct 7th, 2020 11:30,2
Oct 7th, 2020 11:45,7
Oct 7th, 2020 12:00,4
Oct 7th, 2020 12:15,8
Oct 7th, 2020 12:30,2
Oct 7th, 2020 12:45,4
Oct 7th, 2020 13:00,6
Oct 7th, 2020 13:15,6
Oct 7th, 2020 13:30,11
Oct 7th, 2020 13:45,14
Oct 7th, 2020 14:00,6
Oct 7th, 2020 14:15,13
Oct 7th, 2020 14:30,13
Oct 7th, 2020 14:45,9
Oct 7th, 2020 15:00,5
Oct 7th, 2020 15:15,11
Oct 7th, 2020 15:30,10
Oct 7th, 2020 15:45,17
Oct 7th, 2020 16:00,3
Oct 7th, 2020 16:15,13
Oct 7th, 2020 16:30,13
Oct 7th, 2020 16:45,6
Oct 7th, 2020 17:00,8
Oct 7th, 2020 17:15,13
Oct 7th, 2020 17:30,11
Oct 7th, 2020 17:45,11
Oct 7th, 2020 18:00,12
Oct 7th, 2020 18:15,8
Oct 7th, 2020 18:30,7
Oct 7th, 2020 18:45,7
Oct 7th, 2020 19:00,6
Oct 7th, 2020 19:15,4
Oct 7th, 2020 19:30,2
Oct 7th, 2020 19:45,4
Oct 7th, 2020 20:00,3
Oct 7th, 2020 20:15,2
Oct 7th, 2020 20:30,3
Oct 7th, 2020 20:45,1
Oct 7th, 2020 21:00,0
Oct 7th, 2020 21:15,1
Oct 7th, 2020 21:30,2
Oct 7th, 2020 21:45,5
Oct 7th, 2020 22:00,0
Oct 7th, 2020 22:15,1
Oct 7th, 2020 22:30,2
Oct 7th, 2020 22:45,1
Oct 7th, 2020 23:00,0
Oct 7th, 2020 23:15,0
Oct 7th, 2020 23:30,0
Oct 7th, 2020 23:45,4
Oct 8th, 2020 00:00,0
Oct 8th, 2020 00:15,1
Oct 8th, 2020 00:30,2
Oct 8th, 2020 00:45,1
Oct 8th, 2020 01:00,1
Oct 8th, 2020 01:15,0
Oct 8th, 2020 01:30,0
Oct 8th, 2020 01:45,0
Oct 8th, 2020 02:00,0
Oct 8th, 2020 02:15,0
Oct 8th, 2020 02:30,1
Oct 8th, 2020 02:45,0
Oct 8th, 2020 03:00,0
Oct 8th, 2020 03:15,0
Oct 8th, 2020 03:30,1
Oct 8th, 2020 03:45,0
Oct 8th, 2020 04:00,0
Oct 8th, 2020 04:15,0
Oct 8th, 2020 04:30,2
Oct 8th, 2020 04:45,0
Oct 8th, 2020 05:00,1
Oct 8th, 2020 05:15,1
Oct 8th, 2020 05:30,1
Oct 8th, 2020 05:45,4
Oct 8th, 2020 06:00,3
Oct 8th, 2020 06:15,5
Oct 8th, 2020 06:30,0
Oct 8th, 2020 06:45,4
Oct 8th, 2020 07:00,4
Oct 8th, 2020 07:15,8
Oct 8th, 2020 07:30,10
Oct 8th, 2020 07:45,7
Oct 8th, 2020 08:00,4
Oct 8th, 2020 08:15,10
Oct 8th, 2020 08:30,9
Oct 8th, 2020 08:45,5
Oct 8th, 2020 09:00,9
Oct 8th, 2020 09:15,13
Oct 8th, 2020 09:30,13
Oct 8th, 2020 09:45,6
Oct 8th, 2020 10:00,2
Oct 8th, 2020 10:15,8
Oct 8th, 2020 10:30,6
Oct 8th, 2020 10:45,3
Oct 8th, 2020 11:00,9
Oct 8th, 2020 11:15,5
Oct 8th, 2020 11:30,6
Oct 8th, 2020 11:45,6
Oct 8th, 2020 12:00,2
Oct 8th, 2020 12:15,6
Oct 8th, 2020 12:30,5
Oct 8th, 2020 12:45,9
Oct 8th, 2020 13:00,10
Oct 8th, 2020 13:15,7
Oct 8th, 2020 13:30,2
Oct 8th, 2020 13:45,7
Oct 8th, 2020 14:00,3
Oct 8th, 2020 14:15,8
Oct 8th, 2020 14:30,10
Oct 8th, 2020 14:45,7
Oct 8th, 2020 15:00,5
Oct 8th, 2020 15:15,7
Oct 8th, 2020 15:30,8
Oct 8th, 2020 15:45,10
Oct 8th, 2020 16:00,12
Oct 8th, 2020 16:15,6
Oct 8th, 2020 16:30,7
Oct 8th, 2020 16:45,7
Oct 8th, 2020 17:00,12
Oct 8th, 2020 17:15,17
Oct 8th, 2020 17:30,12
Oct 8th, 2020 17:45,17
Oct 8th, 2020 18:00,10
Oct 8th, 2020 18:15,5
Oct 8th, 2020 18:30,9
Oct 8th, 2020 18:45,15
Oct 8th, 2020 19:00,5
Oct 8th, 2020 19:15,8
Oct 8th, 2020 19:30,6
Oct 8th, 2020 19:45,4
Oct 8th, 2020 20:00,4
Oct 8th, 2020 20:15,3
Oct 8th, 2020 20:30,1
Oct 8th, 2020 20:45,2
Oct 8th, 2020 21:00,2
Oct 8th, 2020 21:15,1
Oct 8th, 2020 21:30,1
Oct 8th, 2020 21:45,0
Oct 8th, 2020 22:00,0
Oct 8th, 2020 22:15,0
Oct 8th, 2020 22:30,0
Oct 8th, 2020 22:45,0
Oct 8th, 2020 23:00,1
Oct 8th, 2020 23:15,1
Oct 8th, 2020 23:30,0
Oct 8th, 2020 23:45,3
Oct 9th, 2020 00:00,0
Oct 9th, 2020 00:15,0
Oct 9th, 2020 00:30,1
Oct 9th, 2020 00:45,0
Oct 9th, 2020 01:00,0
Oct 9th, 2020 01:15,0
Oct 9th, 2020 01:30,0
Oct 9th, 2020 01:45,0
Oct 9th, 2020 02:00,0
Oct 9th, 2020 02:15,0
Oct 9th, 2020 02:30,0
Oct 9th, 2020 02:45,0
Oct 9th, 2020 03:00,0
Oct 9th, 2020 03:15,0
Oct 9th, 2020 03:30,0
Oct 9th, 2020 03:45,0
Oct 9th, 2020 04:00,0
Oct 9th, 2020 04:15,0
Oct 9th, 2020 04:30,0
Oct 9th, 2020 04:45,1
Oct 9th, 2020 05:00,1
Oct 9th, 2020 05:15,0
Oct 9th, 2020 05:30,0
Oct 9th, 2020 05:45,4
Oct 9th, 2020 06:00,1
Oct 9th, 2020 06:15,0
Oct 9th, 2020 06:30,1
Oct 9th, 2020 06:45,3
Oct 9th, 2020 07:00,0
Oct 9th, 2020 07:15,6
Oct 9th, 2020 07:30,6
Oct 9th, 2020 07:45,3
Oct 9th, 2020 08:00,9
Oct 9th, 2020 08:15,4
Oct 9th, 2020 08:30,9
Oct 9th, 2020 08:45,13
Oct 9th, 2020 09:00,4
Oct 9th, 2020 09:15,7
Oct 9th, 2020 09:30,5
Oct 9th, 2020 09:45,9
Oct 9th, 2020 10:00,4
Oct 9th, 2020 10:15,6
Oct 9th, 2020 10:30,6
Oct 9th, 2020 10:45,4
Oct 9th, 2020 11:00,7
Oct 9th, 2020 11:15,6
Oct 9th, 2020 11:30,7
Oct 9th, 2020 11:45,7
Oct 9th, 2020 12:00,3
Oct 9th, 2020 12:15,7
Oct 9th, 2020 12:30,7
Oct 9th, 2020 12:45,7
Oct 9th, 2020 13:00,10
Oct 9th, 2020 13:15,7
Oct 9th, 2020 13:30,8
Oct 9th, 2020 13:45,12
Oct 9th, 2020 14:00,14
Oct 9th, 2020 14:15,5
Oct 9th, 2020 14:30,18
Oct 9th, 2020 14:45,6
Oct 9th, 2020 15:00,9
Oct 9th, 2020 15:15,6
Oct 9th, 2020 15:30,7
Oct 9th, 2020 15:45,10
Oct 9th, 2020 16:00,12
Oct 9th, 2020 16:15,7
Oct 9th, 2020 16:30,15
Oct 9th, 2020 16:45,10
Oct 9th, 2020 17:00,8
Oct 9th, 2020 17:15,14
Oct 9th, 2020 17:30,11
Oct 9th, 2020 17:45,10
Oct 9th, 2020 18:00,16
Oct 9th, 2020 18:15,9
Oct 9th, 2020 18:30,8
Oct 9th, 2020 18:45,9
Oct 9th, 2020 19:00,8
Oct 9th, 2020 19:15,4
Oct 9th, 2020 19:30,6
Oct 9th, 2020 19:45,4
Oct 9th, 2020 20:00,0
Oct 9th, 2020 20:15,1
Oct 9th, 2020 20:30,3
Oct 9th, 2020 20:45,3
Oct 9th, 2020 21:00,3
Oct 9th, 2020 21:15,0
Oct 9th, 2020 21:30,8
Oct 9th, 2020 21:45,5
Oct 9th, 2020 22:00,1
Oct 9th, 2020 22:15,1
Oct 9th, 2020 22:30,0
Oct 9th, 2020 22:45,1
Oct 9th, 2020 23:00,0
Oct 9th, 2020 23:15,1
Oct 9th, 2020 23:30,0
Oct 9th, 2020 23:45,0
Oct 10th, 2020 00:00,1
Oct 10th, 2020 00:15,0
Oct 10th, 2020 00:30,0
Oct 10th, 2020 00:45,0
Oct 10th, 2020 01:00,0
Oct 10th, 2020 01:15,0
Oct 10th, 2020 01:30,0
Oct 10th, 2020 01:45,0
Oct 10th, 2020 02:00,0
Oct 10th, 2020 02:15,0
Oct 10th, 2020 02:30,0
Oct 10th, 2020 02:45,1
Oct 10th, 2020 03:00,0
Oct 10th, 2020 03:15,0
Oct 10th, 2020 03:30,0
Oct 10th, 2020 03:45,0
Oct 10th, 2020 04:00,0
Oct 10th, 2020 04:15,0
Oct 10th, 2020 04:30,0
Oct 10th, 2020 04:45,1
Oct 10th, 2020 05:00,0
Oct 10th, 2020 05:15,0
Oct 10th, 2020 05:30,0
Oct 10th, 2020 05:45,1
Oct 10th, 2020 06:00,1
Oct 10th, 2020 06:15,1
Oct 10th, 2020 06:30,2
Oct 10th, 2020 06:45,2
Oct 10th, 2020 07:00,2
Oct 10th, 2020 07:15,4
Oct 10th, 2020 07:30,7
Oct 10th, 2020 07:45,6
Oct 10th, 2020 08:00,6
Oct 10th, 2020 08:15,5
Oct 10th, 2020 08:30,9
Oct 10th, 2020 08:45,10
Oct 10th, 2020 09:00,7
Oct 10th, 2020 09:15,17
Oct 10th, 2020 09:30,20
Oct 10th, 2020 09:45,16
Oct 10th, 2020 10:00,10
Oct 10th, 2020 10:15,16
Oct 10th, 2020 10:30,9
Oct 10th, 2020 10:45,9
Oct 10th, 2020 11:00,9
Oct 10th, 2020 11:15,11
Oct 10th, 2020 11:30,10
Oct 10th, 2020 11:45,4
Oct 10th, 2020 12:00,13
Oct 10th, 2020 12:15,6
Oct 10th, 2020 12:30,10
Oct 10th, 2020 12:45,15
Oct 10th, 2020 13:00,7
Oct 10th, 2020 13:15,14
Oct 10th, 2020 13:30,18
Oct 10th, 2020 13:45,11
Oct 10th, 2020 14:00,17
Oct 10th, 2020 14:15,9
Oct 10th, 2020 14:30,8
Oct 10th, 2020 14:45,11
Oct 10th, 2020 15:00,6
Oct 10th, 2020 15:15,34
Oct 10th, 2020 15:30,8
Oct 10th, 2020 15:45,13
Oct 10th, 2020 16:00,11
Oct 10th, 2020 16:15,5
Oct 10th, 2020 16:30,10
Oct 10th, 2020 16:45,14
Oct 10th, 2020 17:00,12
Oct 10th, 2020 17:15,7
Oct 10th, 2020 17:30,15
Oct 10th, 2020 17:45,9
Oct 10th, 2020 18:00,20
Oct 10th, 2020 18:15,7
Oct 10th, 2020 18:30,7
Oct 10th, 2020 18:45,11
Oct 10th, 2020 19:00,15
Oct 10th, 2020 19:15,4
Oct 10th, 2020 19:30,3
Oct 10th, 2020 19:45,2
Oct 10th, 2020 20:00,5
Oct 10th, 2020 20:15,5
Oct 10th, 2020 20:30,4
Oct 10th, 2020 20:45,3
Oct 10th, 2020 21:00,1
Oct 10th, 2020 21:15,2
Oct 10th, 2020 21:30,0
Oct 10th, 2020 21:45,1
Oct 10th, 2020 22:00,2
Oct 10th, 2020 22:15,2
Oct 10th, 2020 22:30,2
Oct 10th, 2020 22:45,2
Oct 10th, 2020 23:00,0
Oct 10th, 2020 23:15,3
Oct 10th, 2020 23:30,1
Oct 10th, 2020 23:45,0
Oct 11th, 2020 00:00,0
Oct 11th, 2020 00:15,0
Oct 11th, 2020 00:30,0
Oct 11th, 2020 00:45,1
Oct 11th, 2020 01:00,1
Oct 11th, 2020 01:15,0
Oct 11th, 2020 01:30,0
Oct 11th, 2020 01:45,0
Oct 11th, 2020 02:00,1
Oct 11th, 2020 02:15,0
Oct 11th, 2020 02:30,0
Oct 11th, 2020 02:45,0
Oct 11th, 2020 03:00,0
Oct 11th, 2020 03:15,0
Oct 11th, 2020 03:30,0
Oct 11th, 2020 03:45,0
Oct 11th, 2020 04:00,2
Oct 11th, 2020 04:15,0
Oct 11th, 2020 04:30,0
Oct 11th, 2020 04:45,0
Oct 11th, 2020 05:00,0
Oct 11th, 2020 05:15,1
Oct 11th, 2020 05:30,0
Oct 11th, 2020 05:45,1
Oct 11th, 2020 06:00,2
Oct 11th, 2020 06:15,0
Oct 11th, 2020 06:30,1
Oct 11th, 2020 06:45,0
Oct 11th, 2020 07:00,2
Oct 11th, 2020 07:15,0
Oct 11th, 2020 07:30,4
Oct 11th, 2020 07:45,3
Oct 11th, 2020 08:00,7
Oct 11th, 2020 08:15,5
Oct 11th, 2020 08:30,12
Oct 11th, 2020 08:45,12
Oct 11th, 2020 09:00,20
Oct 11th, 2020 09:15,6
Oct 11th, 2020 09:30,6
Oct 11th, 2020 09:45,9
Oct 11th, 2020 10:00,14
Oct 11th, 2020 10:15,14
Oct 11th, 2020 10:30,12
Oct 11th, 2020 10:45,13
Oct 11th, 2020 11:00,9
Oct 11th, 2020 11:15,11
Oct 11th, 2020 11:30,6
Oct 11th, 2020 11:45,4
Oct 11th, 2020 12:00,9
Oct 11th, 2020 12:15,2
Oct 11th, 2020 12:30,12
Oct 11th, 2020 12:45,8
Oct 11th, 2020 13:00,11
Oct 11th, 2020 13:15,14
Oct 11th, 2020 13:30,7
Oct 11th, 2020 13:45,11
Oct 11th, 2020 14:00,8
Oct 11th, 2020 14:15,12
Oct 11th, 2020 14:30,11
Oct 11th, 2020 14:45,12
Oct 11th, 2020 15:00,6
Oct 11th, 2020 15:15,16
Oct 11th, 2020 15:30,4
Oct 11th, 2020 15:45,16
Oct 11th, 2020 16:00,11
Oct 11th, 2020 16:15,12
Oct 11th, 2020 16:30,14
Oct 11th, 2020 16:45,8
Oct 11th, 2020 17:00,8
Oct 11th, 2020 17:15,7
Oct 11th, 2020 17:30,8
Oct 11th, 2020 17:45,10
Oct 11th, 2020 18:00,5
Oct 11th, 2020 18:15,5
Oct 11th, 2020 18:30,7
Oct 11th, 2020 18:45,9
Oct 11th, 2020 19:00,4
Oct 11th, 2020 19:15,2
Oct 11th, 2020 19:30,1
Oct 11th, 2020 19:45,6
Oct 11th, 2020 20:00,4
Oct 11th, 2020 20:15,1
Oct 11th, 2020 20:30,2
Oct 11th, 2020 20:45,2
Oct 11th, 2020 21:00,0
Oct 11th, 2020 21:15,3
Oct 11th, 2020 21:30,3
Oct 11th, 2020 21:45,1
Oct 11th, 2020 22:00,0
Oct 11th, 2020 22:15,0
Oct 11th, 2020 22:30,0
Oct 11th, 2020 22:45,0
Oct 11th, 2020 23:00,1
Oct 11th, 2020 23:15,1
Oct 11th, 2020 23:30,0
Oct 11th, 2020 23:45,0
Oct 12th, 2020 00:00,0
Oct 12th, 2020 00:15,0
Oct 12th, 2020 00:30,0
Oct 12th, 2020 00:45,0
Oct 12th, 2020 01:00,0
Oct 12th, 2020 01:15,0
Oct 12th, 2020 01:30,0
Oct 12th, 2020 01:45,0
Oct 12th, 2020 02:00,0
Oct 12th, 2020 02:15,0
Oct 12th, 2020 02:30,0
Oct 12th, 2020 02:45,0
Oct 12th, 2020 03:00,0
Oct 12th, 2020 03:15,0
Oct 12th, 2020 03:30,0
Oct 12th, 2020 03:45,0
Oct 12th, 2020 04:00,0
Oct 12th, 2020 04:15,1
Oct 12th, 2020 04:30,0
Oct 12th, 2020 04:45,0
Oct 12th, 2020 05:00,0
Oct 12th, 2020 05:15,1
Oct 12th, 2020 05:30,1
Oct 12th, 2020 05:45,2
Oct 12th, 2020 06:00,2
Oct 12th, 2020 06:15,1
Oct 12th, 2020 06:30,1
Oct 12th, 2020 06:45,2
Oct 12th, 2020 07:00,8
Oct 12th, 2020 07:15,6
Oct 12th, 2020 07:30,8
Oct 12th, 2020 07:45,10
Oct 12th, 2020 08:00,8
Oct 12th, 2020 08:15,3
Oct 12th, 2020 08:30,16
Oct 12th, 2020 08:45,7
Oct 12th, 2020 09:00,9
Oct 12th, 2020 09:15,15
Oct 12th, 2020 09:30,8
Oct 12th, 2020 09:45,9
Oct 12th, 2020 10:00,4
Oct 12th, 2020 10:15,5
Oct 12th, 2020 10:30,6
Oct 12th, 2020 10:45,5
Oct 12th, 2020 11:00,8
Oct 12th, 2020 11:15,9
Oct 12th, 2020 11:30,6
Oct 12th, 2020 11:45,6
Oct 12th, 2020 12:00,5
Oct 12th, 2020 12:15,16
Oct 12th, 2020 12:30,2
Oct 12th, 2020 12:45,7
Oct 12th, 2020 13:00,14
Oct 12th, 2020 13:15,6
Oct 12th, 2020 13:30,9
Oct 12th, 2020 13:45,11
Oct 12th, 2020 14:00,9
Oct 12th, 2020 14:15,7
Oct 12th, 2020 14:30,16
Oct 12th, 2020 14:45,12
Oct 12th, 2020 15:00,2
Oct 12th, 2020 15:15,5
Oct 12th, 2020 15:30,7
Oct 12th, 2020 15:45,8
Oct 12th, 2020 16:00,18
Oct 12th, 2020 16:15,4
Oct 12th, 2020 16:30,19
Oct 12th, 2020 16:45,11
Oct 12th, 2020 17:00,13
Oct 12th, 2020 17:15,15
Oct 12th, 2020 17:30,13
Oct 12th, 2020 17:45,8
Oct 12th, 2020 18:00,15
Oct 12th, 2020 18:15,10
Oct 12th, 2020 18:30,11
Oct 12th, 2020 18:45,16
Oct 12th, 2020 19:00,7
Oct 12th, 2020 19:15,1
Oct 12th, 2020 19:30,8
Oct 12th, 2020 19:45,1
Oct 12th, 2020 20:00,6
Oct 12th, 2020 20:15,6
Oct 12th, 2020 20:30,6
Oct 12th, 2020 20:45,1
Oct 12th, 2020 21:00,1
Oct 12th, 2020 21:15,2
Oct 12th, 2020 21:30,0
Oct 12th, 2020 21:45,3
Oct 12th, 2020 22:00,1
Oct 12th, 2020 22:15,2
Oct 12th, 2020 22:30,0
Oct 12th, 2020 22:45,0
Oct 12th, 2020 23:00,0
Oct 12th, 2020 23:15,0
Oct 12th, 2020 23:30,0
Oct 12th, 2020 23:45,0
Oct 13th, 2020 00:00,0
Oct 13th, 2020 00:15,0
Oct 13th, 2020 00:30,0
Oct 13th, 2020 00:45,0
Oct 13th, 2020 01:00,0
Oct 13th, 2020 01:15,0
Oct 13th, 2020 01:30,0
Oct 13th, 2020 01:45,0
Oct 13th, 2020 02:00,0
Oct 13th, 2020 02:15,0
Oct 13th, 2020 02:30,0
Oct 13th, 2020 02:45,0
Oct 13th, 2020 03:00,0
Oct 13th, 2020 03:15,0
Oct 13th, 2020 03:30,0
Oct 13th, 2020 03:45,0
Oct 13th, 2020 04:00,0
Oct 13th, 2020 04:15,0
Oct 13th, 2020 04:30,0
Oct 13th, 2020 04:45,0
Oct 13th, 2020 05:00,0
Oct 13th, 2020 05:15,0
Oct 13th, 2020 05:30,0
Oct 13th, 2020 05:45,4
Oct 13th, 2020 06:00,3
Oct 13th, 2020 06:15,2
Oct 13th, 2020 06:30,0
Oct 13th, 2020 06:45,1
Oct 13th, 2020 07:00,4
Oct 13th, 2020 07:15,7
Oct 13th, 2020 07:30,5
Oct 13th, 2020 07:45,13
Oct 13th, 2020 08:00,7
Oct 13th, 2020 08:15,8
Oct 13th, 2020 08:30,13
Oct 13th, 2020 08:45,12
Oct 13th, 2020 09:00,16
Oct 13th, 2020 09:15,7
Oct 13th, 2020 09:30,14
Oct 13th, 2020 09:45,7
Oct 13th, 2020 10:00,8
Oct 13th, 2020 10:15,10
Oct 13th, 2020 10:30,6
Oct 13th, 2020 10:45,6
Oct 13th, 2020 11:00,5
Oct 13th, 2020 11:15,6
Oct 13th, 2020 11:30,10
Oct 13th, 2020 11:45,7
Oct 13th, 2020 12:00,5
Oct 13th, 2020 12:15,9
Oct 13th, 2020 12:30,9
Oct 13th, 2020 12:45,4
Oct 13th, 2020 13:00,9
Oct 13th, 2020 13:15,7
Oct 13th, 2020 13:30,5
Oct 13th, 2020 13:45,10
Oct 13th, 2020 14:00,9
Oct 13th, 2020 14:15,5
Oct 13th, 2020 14:30,11
Oct 13th, 2020 14:45,7
Oct 13th, 2020 15:00,7
Oct 13th, 2020 15:15,10
Oct 13th, 2020 15:30,4
Oct 13th, 2020 15:45,6
Oct 13th, 2020 16:00,8
Oct 13th, 2020 16:15,9
Oct 13th, 2020 16:30,7
Oct 13th, 2020 16:45,10
Oct 13th, 2020 17:00,5
Oct 13th, 2020 17:15,2
Oct 13th, 2020 17:30,6
Oct 13th, 2020 17:45,5
Oct 13th, 2020 18:00,3
Oct 13th, 2020 18:15,4
Oct 13th, 2020 18:30,18
Oct 13th, 2020 18:45,3
Oct 13th, 2020 19:00,11
Oct 13th, 2020 19:15,5
Oct 13th, 2020 19:30,5
Oct 13th, 2020 19:45,5
Oct 13th, 2020 20:00,1
Oct 13th, 2020 20:15,9
Oct 13th, 2020 20:30,2
Oct 13th, 2020 20:45,3
Oct 13th, 2020 21:00,1
Oct 13th, 2020 21:15,0
Oct 13th, 2020 21:30,3
Oct 13th, 2020 21:45,2
Oct 13th, 2020 22:00,1
Oct 13th, 2020 22:15,0
Oct 13th, 2020 22:30,0
Oct 13th, 2020 22:45,0
Oct 13th, 2020 23:00,0
Oct 13th, 2020 23:15,1
Oct 13th, 2020 23:30,0
Oct 13th, 2020 23:45,0
Oct 14th, 2020 00:00,5
Oct 14th, 2020 00:15,0
Oct 14th, 2020 00:30,0
Oct 14th, 2020 00:45,0
Oct 14th, 2020 01:00,0
Oct 14th, 2020 01:15,0
Oct 14th, 2020 01:30,0
Oct 14th, 2020 01:45,0
Oct 14th, 2020 02:00,1
Oct 14th, 2020 02:15,0
Oct 14th, 2020 02:30,0
Oct 14th, 2020 02:45,0
Oct 14th, 2020 03:00,0
Oct 14th, 2020 03:15,1
Oct 14th, 2020 03:30,0
Oct 14th, 2020 03:45,0
Oct 14th, 2020 04:00,0
Oct 14th, 2020 04:15,0
Oct 14th, 2020 04:30,0
Oct 14th, 2020 04:45,0
Oct 14th, 2020 05:00,1
Oct 14th, 2020 05:15,0
Oct 14th, 2020 05:30,0
Oct 14th, 2020 05:45,1
Oct 14th, 2020 06:00,3
Oct 14th, 2020 06:15,1
Oct 14th, 2020 06:30,4
Oct 14th, 2020 06:45,3
Oct 14th, 2020 07:00,5
Oct 14th, 2020 07:15,10
Oct 14th, 2020 07:30,10
Oct 14th, 2020 07:45,10
Oct 14th, 2020 08:00,5
Oct 14th, 2020 08:15,8
Oct 14th, 2020 08:30,5
Oct 14th, 2020 08:45,8
Oct 14th, 2020 09:00,5
Oct 14th, 2020 09:15,9
Oct 14th, 2020 09:30,6
Oct 14th, 2020 09:45,11
Oct 14th, 2020 10:00,6
Oct 14th, 2020 10:15,5
Oct 14th, 2020 10:30,4
Oct 14th, 2020 10:45,3
Oct 14th, 2020 11:00,4
Oct 14th, 2020 11:15,5
Oct 14th, 2020 11:30,4
Oct 14th, 2020 11:45,5
Oct 14th, 2020 12:00,4
Oct 14th, 2020 12:15,5
Oct 14th, 2020 12:30,5
Oct 14th, 2020 12:45,3
Oct 14th, 2020 13:00,6
Oct 14th, 2020 13:15,9
Oct 14th, 2020 13:30,8
Oct 14th, 2020 13:45,16
Oct 14th, 2020 14:00,3
Oct 14th, 2020 14:15,9
Oct 14th, 2020 14:30,5
Oct 14th, 2020 14:45,5
Oct 14th, 2020 15:00,0
Oct 14th, 2020 15:15,1
Oct 14th, 2020 15:30,3
Oct 14th, 2020 15:45,1
Oct 14th, 2020 16:00,3
Oct 14th, 2020 16:15,1
Oct 14th, 2020 16:30,3
